Region,Date,Frequency,Estimated Unemployment Rate (%),Estimated Employed,Estimated Labour Participation Rate (%),Area,Region.1,longitude,latitude,NN_Prediction,Cluster_ID,Impact_Zone,is_anomaly,Anomaly_Flag,Regression_Prediction
Meghalaya,2020-01-31, Monthly,0.97,1229406.0,69.66,Rural,,,,19.682505,1,Moderate Impact,-1,1,12.942766710677944
Meghalaya,2020-02-29, Monthly,2.76,1112864.0,64.06,Rural,,,,18.131096,1,Moderate Impact,-1,1,13.177540438671176
Meghalaya,2020-03-31, Monthly,1.28,1192616.0,67.46,Rural,,,,19.041756,1,Moderate Impact,-1,1,13.032832249122865
Meghalaya,2020-04-30, Monthly,8.38,803118.0,48.83,Rural,,,,15.6855955,0,Low Impact,1,0,13.814304850959644
Meghalaya,2020-05-31, Monthly,3.73,992148.0,57.26,Rural,,,,16.682318,1,Moderate Impact,1,0,13.457611680619225
Meghalaya,2020-06-30, Monthly,1.35,1150200.0,64.63,Rural,,,,18.25564,1,Moderate Impact,-1,1,13.147506487687128
Odisha,2019-05-31, Monthly,4.17,11155753.0,40.47,Rural,,,,10.250199,0,Low Impact,1,0,11.628626115577049
Odisha,2019-06-30, Monthly,4.71,10965154.0,39.94,Rural,,,,10.485173,0,Low Impact,1,0,11.694109105160013
Odisha,2019-07-31, Monthly,3.31,12009883.0,43.05,Rural,,,,8.909575,0,Low Impact,1,0,11.327614263053635
Odisha,2019-08-31, Monthly,3.68,11727659.0,42.13,Rural,,,,9.423255,0,Low Impact,1,0,11.42956719272387
Odisha,2019-09-30, Monthly,4.31,11167715.0,40.32,Rural,,,,10.311035,0,Low Impact,1,0,11.631280612857946
Odisha,2019-10-31, Monthly,4.28,11621534.0,41.88,Rural,,,,9.572426,0,Low Impact,1,0,11.46436321121061
Odisha,2019-11-30, Monthly,4.72,12192623.0,44.06,Rural,,,,8.435573,0,Low Impact,1,0,11.246307979805675
Odisha,2019-12-31, Monthly,4.67,11345069.0,40.91,Rural,,,,10.056825,0,Low Impact,1,0,11.566774128201551
Odisha,2020-01-31, Monthly,1.81,11182128.0,39.09,Rural,,,,10.866171,0,Low Impact,1,0,11.673207284542986
Odisha,2020-02-29, Monthly,3.31,11842655.0,41.98,Rural,,,,9.477775,0,Low Impact,1,0,11.40739785631996
Odisha,2020-03-31, Monthly,15.09,9814156.0,39.55,Rural,,,,10.932793,0,Low Impact,1,0,11.985812261100067
Odisha,2020-04-30, Monthly,24.48,5562449.0,25.16,Rural,,,,18.274374,2,High Impact,-1,1,13.541303362600669
Odisha,2020-05-31, Monthly,9.45,9683719.0,36.48,Rural,,,,12.1504965,0,Low Impact,1,0,12.130551648440214
Odisha,2020-06-30, Monthly,4.59,10187145.0,36.36,Rural,,,,12.180368,0,Low Impact,1,0,12.01369113288704
Puducherry,2019-05-31, Monthly,0.0,172474.0,43.08,Rural,,,,15.529167,0,Low Impact,1,0,14.178476920436314
Puducherry,2019-06-30, Monthly,0.0,184527.0,45.95,Rural,,,,15.518064,0,Low Impact,1,0,14.069641599929563
Puducherry,2019-07-31, Monthly,0.0,139227.0,34.56,Rural,,,,16.131683,0,Low Impact,1,0,14.500959407118
Puducherry,2019-08-31, Monthly,4.85,183930.0,47.83,Rural,,,,15.865242,0,Low Impact,1,0,14.000394825215507
Puducherry,2019-09-30, Monthly,0.0,175718.0,43.34,Rural,,,,15.518793,0,Low Impact,1,0,14.16809877457966
Puducherry,2019-10-31, Monthly,1.18,180283.0,44.85,Rural,,,,15.475535,0,Low Impact,1,0,14.111264989039888
Puducherry,2019-11-30, Monthly,0.0,142787.0,35.0,Rural,,,,16.077309,0,Low Impact,1,0,14.483861346115884
Puducherry,2019-12-31, Monthly,1.99,180808.0,45.07,Rural,,,,15.474008,0,Low Impact,1,0,14.103018323886916
Puducherry,2020-01-31, Monthly,0.58,176252.0,43.18,Rural,,,,15.523774,0,Low Impact,1,0,14.173875702476744
Puducherry,2020-02-29, Monthly,1.74,183619.0,45.38,Rural,,,,15.481914,0,Low Impact,1,0,14.090899005176572
Puducherry,2020-03-31, Monthly,2.31,142176.0,35.23,Rural,,,,16.05137,0,Low Impact,1,0,14.475519276827455
Puducherry,2020-04-30, Monthly,74.51,49420.0,46.79,Rural,,,,15.738567,2,High Impact,-1,1,14.071188420764814
Punjab,2019-05-31, Monthly,9.17,6088547.0,44.79,Rural,,,,12.16056,0,Low Impact,1,0,12.690010020452977
Punjab,2019-06-30, Monthly,12.21,6025235.0,45.79,Rural,,,,12.100463,0,Low Impact,1,0,12.668353791270402
Punjab,2019-07-31, Monthly,9.64,6308129.0,46.5,Rural,,,,11.8407955,0,Low Impact,1,0,12.57399051813451
Punjab,2019-08-31, Monthly,6.69,6183427.0,44.08,Rural,,,,12.155339,0,Low Impact,1,0,12.69335674617302
Punjab,2019-09-30, Monthly,8.59,6260971.0,45.49,Rural,,,,11.989373,0,Low Impact,1,0,12.622631224789757
Punjab,2019-10-31, Monthly,12.56,6021921.0,45.66,Rural,,,,12.117689,0,Low Impact,1,0,12.673950515329372
Punjab,2019-11-30, Monthly,7.07,6395022.0,45.55,Rural,,,,11.899293,0,Low Impact,1,0,12.588119915922459
Punjab,2019-12-31, Monthly,6.13,6164215.0,43.4,Rural,,,,12.213185,0,Low Impact,1,0,12.72308419668771
Punjab,2020-01-31, Monthly,9.69,6189471.0,45.22,Rural,,,,12.065198,0,Low Impact,1,0,12.649823289709524
Punjab,2020-02-29, Monthly,10.41,6009820.0,44.19,Rural,,,,12.243408,0,Low Impact,1,0,12.731123542591433
Punjab,2020-03-31, Monthly,10.51,6373692.0,46.85,Rural,,,,11.753038,0,Low Impact,1,0,12.54527605422527
Punjab,2020-04-30, Monthly,3.69,4721590.0,32.2,Rural,,,,14.987692,0,Low Impact,1,0,13.484044629157237
Punjab,2020-05-31, Monthly,40.59,3727366.0,41.14,Rural,,,,13.681335,2,High Impact,-1,1,13.393607097928177
Punjab,2020-06-30, Monthly,20.0,5364047.0,43.9,Rural,,,,12.617166,2,High Impact,1,0,12.897412574834535
Rajasthan,2019-05-31, Monthly,4.03,15226005.0,38.52,Rural,,,,11.142635,0,Low Impact,1,0,10.719960447202073
Rajasthan,2019-06-30, Monthly,13.7,14610564.0,41.02,Rural,,,,9.710229,0,Low Impact,1,0,10.775963017588417
Rajasthan,2019-07-31, Monthly,9.7,14859873.0,39.78,Rural,,,,10.421514,0,Low Impact,1,0,10.761665632239197
Rajasthan,2019-08-31, Monthly,12.5,15052051.0,41.48,Rural,,,,9.408805,0,Low Impact,1,0,10.652617635278737
Rajasthan,2019-09-30, Monthly,5.45,15419779.0,39.24,Rural,,,,10.697823,0,Low Impact,1,0,10.646699628724175
Rajasthan,2019-10-31, Monthly,14.66,15178544.0,42.69,Rural,,,,8.703509,0,Low Impact,1,0,10.57748088129393
Rajasthan,2019-11-30, Monthly,10.47,15278556.0,40.87,Rural,,,,9.747024,0,Low Impact,1,0,10.620561148890665
Rajasthan,2019-12-31, Monthly,13.96,15485307.0,43.0,Rural,,,,8.496317,0,Low Impact,1,0,10.492130843634843
Rajasthan,2020-01-31, Monthly,8.0,15484353.0,40.12,Rural,,,,10.173892,0,Low Impact,1,0,10.598661196991827
Rajasthan,2020-02-29, Monthly,14.48,15040572.0,41.83,Rural,,,,9.208249,0,Low Impact,1,0,10.642464789813362
Rajasthan,2020-03-31, Monthly,9.47,15059769.0,39.47,Rural,,,,10.589296,0,Low Impact,1,0,10.724947044484235
Rajasthan,2020-04-30, Monthly,12.25,13051219.0,35.21,Rural,,,,12.782474,0,Low Impact,1,0,11.366100279481817
Rajasthan,2020-05-31, Monthly,10.45,15586833.0,41.11,Rural,,,,9.582223,0,Low Impact,1,0,10.537430038276154
Rajasthan,2020-06-30, Monthly,13.86,16076978.0,43.98,Rural,,,,7.8775463,0,Low Impact,1,0,10.313408698649145
Sikkim,2019-10-31, Monthly,5.48,146688.0,44.06,Rural,,,,15.511128,0,Low Impact,1,0,14.148517803921992
Sikkim,2019-11-30, Monthly,13.11,162426.0,53.04,Rural,,,,16.821764,1,Moderate Impact,1,0,13.813275182188734
Sikkim,2019-12-31, Monthly,1.0,161647.0,46.3,Rural,,,,15.587207,0,Low Impact,1,0,14.062235581024744
Sikkim,2020-04-30, Monthly,0.0,133399.0,37.72,Rural,,,,15.830618,0,Low Impact,1,0,14.385728259720334
Sikkim,2020-06-30, Monthly,5.81,141313.0,42.36,Rural,,,,15.570175,0,Low Impact,1,0,14.212559622302342
Tamil Nadu,2019-05-31, Monthly,0.97,15844698.0,49.44,Rural,,,,5.5514746,0,Low Impact,1,0,10.167843540062329
Tamil Nadu,2019-06-30, Monthly,0.92,16375303.0,50.99,Rural,,,,5.152982,1,Moderate Impact,1,0,9.982795296667966
Tamil Nadu,2019-07-31, Monthly,6.01,16455928.0,53.94,Rural,,,,5.2068944,1,Moderate Impact,1,0,9.854486230781024
Tamil Nadu,2019-08-31, Monthly,2.91,16463931.0,52.17,Rural,,,,5.0713654,1,Moderate Impact,1,0,9.917888599720161
Tamil Nadu,2019-09-30, Monthly,1.71,14595441.0,45.62,Rural,,,,7.1549087,0,Low Impact,1,0,10.609821047441722
Tamil Nadu,2019-10-31, Monthly,1.46,15595647.0,48.55,Rural,,,,5.8266144,0,Low Impact,1,0,10.260696849518833
Tamil Nadu,2019-11-30, Monthly,2.46,16223430.0,50.95,Rural,,,,5.208269,1,Moderate Impact,1,0,10.020862236437816
Tamil Nadu,2019-12-31, Monthly,3.73,15356938.0,48.8,Rural,,,,5.8188324,0,Low Impact,1,0,10.308981191542866
Tamil Nadu,2020-01-31, Monthly,1.18,14954646.0,46.23,Rural,,,,6.805357,0,Low Impact,1,0,10.50076326448639
Tamil Nadu,2020-02-29, Monthly,1.17,15828488.0,48.86,Rural,,,,5.683687,0,Low Impact,1,0,10.193156733183276
Tamil Nadu,2020-03-31, Monthly,6.36,15848590.0,51.56,Rural,,,,5.303935,1,Moderate Impact,1,0,10.088656861397972
Tamil Nadu,2020-04-30, Monthly,53.19,5086200.0,33.05,Rural,,,,14.532789,2,High Impact,-1,1,13.36482625168679
Tamil Nadu,2020-05-31, Monthly,38.73,5768342.0,28.6,Rural,,,,16.397385,2,High Impact,-1,1,13.364727807096758
Tamil Nadu,2020-06-30, Monthly,2.06,10169115.0,31.49,Rural,,,,14.640769,0,Low Impact,1,0,12.197786280301743
Telangana,2019-05-31, Monthly,2.23,11053353.0,61.74,Rural,,,,10.402852,1,Moderate Impact,1,0,10.868223660736849
Telangana,2019-06-30, Monthly,5.92,10728822.0,62.19,Rural,,,,10.7603855,1,Moderate Impact,1,0,10.92980299431054
Telangana,2019-07-31, Monthly,2.45,11538688.0,64.4,Rural,,,,10.820195,1,Moderate Impact,-1,1,10.653112266176052
Telangana,2019-08-31, Monthly,1.4,10743959.0,59.23,Rural,,,,9.964281,1,Moderate Impact,1,0,11.035409358016008
Telangana,2019-09-30, Monthly,5.49,12636415.0,72.57,Rural,,,,12.64495,1,Moderate Impact,-1,1,10.087084605918108
Telangana,2019-10-31, Monthly,7.29,11375354.0,66.49,Rural,,,,11.578006,1,Moderate Impact,-1,1,10.615322404543464
Telangana,2019-11-30, Monthly,6.47,11265828.0,65.17,Rural,,,,11.243342,1,Moderate Impact,-1,1,10.690431412407705
Telangana,2019-12-31, Monthly,1.35,11068056.0,60.61,Rural,,,,10.084462,1,Moderate Impact,1,0,10.906389473294283
Telangana,2020-01-31, Monthly,5.02,12065915.0,68.51,Rural,,,,11.743736,1,Moderate Impact,-1,1,10.374388539465613
Telangana,2020-02-29, Monthly,9.02,11304474.0,66.92,Rural,,,,11.764707,1,Moderate Impact,-1,1,10.616528164845535
Telangana,2020-03-31, Monthly,5.63,12028377.0,68.53,Rural,,,,11.776217,1,Moderate Impact,-1,1,10.382694317940128
Telangana,2020-04-30, Monthly,4.51,8793799.0,49.44,Rural,,,,10.004498,0,Low Impact,1,0,11.866606512521662
Telangana,2020-05-31, Monthly,34.01,7508747.0,61.0,Rural,,,,12.766404,1,Moderate Impact,-1,1,11.749533819852282
Telangana,2020-06-30, Monthly,19.3,8891181.0,58.97,Rural,,,,11.255149,1,Moderate Impact,1,0,11.491393074950135
Tripura,2019-05-31, Monthly,29.25,1019549.0,64.47,Rural,,,,18.306332,1,Moderate Impact,-1,1,13.184889629280095
Tripura,2019-06-30, Monthly,26.64,1107013.0,67.4,Rural,,,,19.082739,1,Moderate Impact,-1,1,13.055671050911318
Tripura,2019-07-31, Monthly,22.47,1052597.0,60.54,Rural,,,,17.300013,1,Moderate Impact,-1,1,13.321983322958637
Tripura,2019-08-31, Monthly,25.49,975501.0,58.29,Rural,,,,16.871931,1,Moderate Impact,-1,1,13.423605223034597
Tripura,2019-09-30, Monthly,30.23,1034408.0,65.9,Rural,,,,18.687231,1,Moderate Impact,-1,1,13.128528516975535
Tripura,2019-10-31, Monthly,27.54,1113764.0,68.21,Rural,,,,19.318604,1,Moderate Impact,-1,1,13.024147524438071
Tripura,2019-11-30, Monthly,25.25,1084633.0,64.29,Rural,,,,18.212212,1,Moderate Impact,-1,1,13.175852816326225
Tripura,2019-12-31, Monthly,26.53,1046878.0,63.02,Rural,,,,17.902338,1,Moderate Impact,-1,1,13.231824645286563
Tripura,2020-01-31, Monthly,31.91,1057975.0,68.61,Rural,,,,19.475687,1,Moderate Impact,-1,1,13.022824728730845
Tripura,2020-02-29, Monthly,26.22,1169347.0,69.88,Rural,,,,19.792473,1,Moderate Impact,-1,1,12.949116461659065
Tripura,2020-03-31, Monthly,31.61,1060946.0,68.28,Rural,,,,19.375664,1,Moderate Impact,-1,1,13.034289196451724
Tripura,2020-04-30, Monthly,43.64,675083.0,52.63,Rural,,,,16.400774,2,High Impact,-1,1,13.704894525606889
Tripura,2020-05-31, Monthly,14.71,911789.0,46.9,Rural,,,,15.206913,0,Low Impact,1,0,13.859359006947267
Tripura,2020-06-30, Monthly,18.84,1106978.0,59.74,Rural,,,,17.077066,1,Moderate Impact,-1,1,13.338409305460205
Uttar Pradesh,2019-05-31, Monthly,10.26,43287808.0,39.96,Rural,,,,9.389411,0,Low Impact,1,0,3.9059202875164
Uttar Pradesh,2019-06-30, Monthly,11.13,42276572.0,39.32,Rural,,,,9.765062,0,Low Impact,1,0,4.173178260075302
Uttar Pradesh,2019-07-31, Monthly,9.19,42697000.0,38.78,Rural,,,,10.068746,0,Low Impact,1,0,4.091816490839154
Uttar Pradesh,2019-08-31, Monthly,11.47,43298746.0,40.24,Rural,,,,9.22956,0,Low Impact,1,0,3.8929502393179174
Uttar Pradesh,2019-09-30, Monthly,6.45,44198762.0,38.79,Rural,,,,10.047389,0,Low Impact,1,0,3.7296300294097016
Uttar Pradesh,2019-10-31, Monthly,10.18,42833265.0,39.07,Rural,,,,9.901883,0,Low Impact,1,0,4.048282489489534
Uttar Pradesh,2019-11-30, Monthly,6.94,43261530.0,38.01,Rural,,,,10.502138,0,Low Impact,1,0,3.984225710284388
Uttar Pradesh,2019-12-31, Monthly,8.43,44640087.0,39.77,Rural,,,,9.486199,0,Low Impact,1,0,3.587130530338708
Uttar Pradesh,2020-01-31, Monthly,6.06,45777509.0,39.67,Rural,,,,9.544141,0,Low Impact,1,0,3.316784070821889
Uttar Pradesh,2020-02-29, Monthly,8.12,44257432.0,39.13,Rural,,,,9.852812,0,Low Impact,1,0,3.7029453850779603
Uttar Pradesh,2020-03-31, Monthly,9.37,43086706.0,38.53,Rural,,,,10.207307,0,Low Impact,1,0,4.007152658405113
Uttar Pradesh,2020-04-30, Monthly,19.92,39970677.0,40.37,Rural,,,,9.190081,2,High Impact,1,0,4.689978838282364
Uttar Pradesh,2020-05-31, Monthly,16.89,38640999.0,37.52,Rural,,,,10.829832,0,Low Impact,1,0,5.115529460237445
Uttar Pradesh,2020-06-30, Monthly,8.51,41908909.0,36.89,Rural,,,,11.155184,0,Low Impact,1,0,4.351449831987223
Uttarakhand,2019-05-31, Monthly,1.63,2108044.0,37.47,Rural,,,,14.834527,0,Low Impact,1,0,13.919207349655949
Uttarakhand,2019-06-30, Monthly,4.65,2021553.0,37.01,Rural,,,,14.92564,0,Low Impact,1,0,13.957024055385356
Uttarakhand,2019-07-31, Monthly,5.74,2000524.0,36.97,Rural,,,,14.940415,0,Low Impact,1,0,13.963566938099719
Uttarakhand,2019-08-31, Monthly,6.11,1911380.0,35.39,Rural,,,,15.15731,0,Low Impact,1,0,14.04336191356259
Uttarakhand,2019-09-30, Monthly,3.47,2157845.0,38.79,Rural,,,,14.694078,0,Low Impact,1,0,13.858487800289145
Uttarakhand,2019-10-31, Monthly,4.83,2027662.0,36.9,Rural,,,,14.93465,0,Low Impact,1,0,13.959612311614979
Uttarakhand,2019-11-30, Monthly,5.56,2007113.0,36.73,Rural,,,,14.963407,0,Low Impact,1,0,13.9708378354157
Uttarakhand,2019-12-31, Monthly,4.52,1947566.0,35.19,Rural,,,,15.161658,0,Low Impact,1,0,14.042025652226057
Uttarakhand,2020-01-31, Monthly,4.17,1986386.0,35.69,Rural,,,,15.087403,0,Low Impact,1,0,14.014217856143508
Uttarakhand,2020-02-29, Monthly,4.85,2057523.0,37.16,Rural,,,,14.891446,0,Low Impact,1,0,13.942821370164747
Uttarakhand,2020-04-30, Monthly,3.66,1972074.0,35.04,Rural,,,,15.169306,0,Low Impact,1,0,14.041657459740374
Uttarakhand,2020-05-31, Monthly,3.57,1915482.0,33.94,Rural,,,,15.395067,0,Low Impact,1,0,14.095892977329962
Uttarakhand,2020-06-30, Monthly,10.71,1675441.0,32.0,Rural,,,,16.09068,0,Low Impact,1,0,14.225330913784763
West Bengal,2019-05-31, Monthly,6.02,23452875.0,46.41,Rural,,,,6.10423,0,Low Impact,1,0,8.446653371469907
West Bengal,2019-06-30, Monthly,5.85,25543465.0,50.36,Rural,,,,4.4733906,1,Moderate Impact,1,0,7.79717642558089
West Bengal,2019-07-31, Monthly,5.62,24857807.0,48.78,Rural,,,,5.0138273,0,Low Impact,1,0,8.020688662594893
West Bengal,2019-08-31, Monthly,5.58,24924827.0,48.79,Rural,,,,5.009475,0,Low Impact,1,0,8.004172531237142
West Bengal,2019-09-30, Monthly,5.26,25610773.0,49.87,Rural,,,,4.632044,0,Low Impact,1,0,7.799045856016566
West Bengal,2019-10-31, Monthly,6.78,24353018.0,48.09,Rural,,,,5.2936373,0,Low Impact,1,0,8.167774581517351
West Bengal,2019-11-30, Monthly,5.83,25630359.0,50.0,Rural,,,,4.589473,1,Moderate Impact,1,0,7.789528742360771
West Bengal,2019-12-31, Monthly,5.79,24906239.0,48.47,Rural,,,,5.131955,0,Low Impact,1,0,8.020462078889425
West Bengal,2020-01-31, Monthly,6.79,24612171.0,48.3,Rural,,,,5.2019615,0,Low Impact,1,0,8.097586142644285
West Bengal,2020-02-29, Monthly,3.78,26093009.0,49.51,Rural,,,,4.7516527,0,Low Impact,1,0,7.696148992364559
West Bengal,2020-03-31, Monthly,7.02,25097812.0,49.18,Rural,,,,4.8707147,0,Low Impact,1,0,7.948100643165749
West Bengal,2020-04-30, Monthly,18.32,17639370.0,39.27,Rural,,,,10.517098,0,Low Impact,1,0,10.110829459007665
West Bengal,2020-05-31, Monthly,18.43,19115772.0,42.53,Rural,,,,8.503869,0,Low Impact,1,0,9.634795776037112
West Bengal,2020-06-30, Monthly,4.94,21225887.0,40.44,Rural,,,,9.588347,0,Low Impact,1,0,9.203550486508501
Andhra Pradesh,2019-05-31,Monthly,6.09,4788661.0,37.45,Urban,,,,13.509042,0,Low Impact,1,0,13.274108342617977
Andhra Pradesh,2019-06-30,Monthly,3.8,4824630.0,36.76,Urban,,,,13.594062,0,Low Impact,1,0,13.290910213015396
Andhra Pradesh,2019-07-31,Monthly,5.64,4657443.0,36.1,Urban,,,,13.774114,0,Low Impact,1,0,13.355550869850255
Andhra Pradesh,2019-08-31,Monthly,4.61,4743179.0,36.29,Urban,,,,13.705143,0,Low Impact,1,0,13.327881737765582
Andhra Pradesh,2019-09-30,Monthly,6.01,4733996.0,36.69,Urban,,,,13.64635,0,Low Impact,1,0,13.315330225394788
Andhra Pradesh,2019-10-31,Monthly,4.7,4774377.0,36.41,Urban,,,,13.67189,0,Low Impact,1,0,13.31593606060658
Andhra Pradesh,2019-11-30,Monthly,7.54,4668772.0,36.62,Urban,,,,13.686951,0,Low Impact,1,0,13.333628242957605
Andhra Pradesh,2019-12-31,Monthly,7.88,4913963.0,38.61,Urban,,,,13.320201,0,Low Impact,1,0,13.201104029475133
Andhra Pradesh,2020-01-31,Monthly,7.11,4618860.0,35.91,Urban,,,,13.822581,0,Low Impact,1,0,13.371859497346735
Andhra Pradesh,2020-02-29,Monthly,5.66,4822035.0,36.84,Urban,,,,13.583131,0,Low Impact,1,0,13.288582630764333
Andhra Pradesh,2020-03-31,Monthly,9.88,4521537.0,36.08,Urban,,,,13.838358,0,Low Impact,1,0,13.389032705266569
Andhra Pradesh,2020-04-30,Monthly,32.3,2544084.0,26.97,Urban,,,,17.927092,2,High Impact,-1,1,14.201706792136116
Andhra Pradesh,2020-05-31,Monthly,24.91,3428356.0,32.69,Urban,,,,15.200299,2,High Impact,1,0,13.777535789729201
Andhra Pradesh,2020-06-30,Monthly,5.86,4954389.0,37.61,Urban,,,,13.409583,0,Low Impact,1,0,13.228274149778217
Assam,2019-05-31,Monthly,7.87,1671707.0,44.92,Urban,,,,14.639279,0,Low Impact,1,0,13.749354653200848
Assam,2019-06-30,Monthly,9.89,1647342.0,45.17,Urban,,,,14.643934,0,Low Impact,1,0,13.745997403057865
Assam,2019-07-31,Monthly,3.21,1739838.0,44.32,Urban,,,,14.620004,0,Low Impact,1,0,13.755085888256563
Assam,2019-08-31,Monthly,10.39,1595582.0,43.81,Urban,,,,14.716737,0,Low Impact,1,0,13.808665327419547
Assam,2019-09-30,Monthly,9.26,1576480.0,42.66,Urban,,,,14.765248,0,Low Impact,1,0,13.855713928058897
Assam,2019-10-31,Monthly,11.17,1595176.0,44.01,Urban,,,,14.710364,0,Low Impact,1,0,13.80138116472865
Assam,2019-11-30,Monthly,6.31,1708045.0,44.59,Urban,,,,14.62871,0,Low Impact,1,0,13.752780057519733
Assam,2019-12-31,Monthly,5.02,1722303.0,44.26,Urban,,,,14.631696,0,Low Impact,1,0,13.761525164536375
Assam,2020-01-31,Monthly,7.24,1630908.0,42.82,Urban,,,,14.729819,0,Low Impact,1,0,13.836695084415705
Assam,2020-02-29,Monthly,9.98,1625454.0,43.9,Urban,,,,14.697221,0,Low Impact,1,0,13.798146418489884
Assam,2020-03-31,Monthly,10.34,1664145.0,45.03,Urban,,,,14.639535,0,Low Impact,1,0,13.747116466175022
Assam,2020-04-30,Monthly,8.37,1454956.0,38.45,Urban,,,,15.085666,0,Low Impact,1,0,14.040383203327654
Assam,2020-05-31,Monthly,10.77,1441722.0,39.04,Urban,,,,15.041171,0,Low Impact,1,0,14.021794811866904
Assam,2020-06-30,Monthly,3.42,1551007.0,38.73,Urban,,,,15.011845,0,Low Impact,1,0,14.00690700224357
Bihar,2019-05-31,Monthly,19.9,3029344.0,39.8,Urban,,,,14.157382,2,High Impact,1,0,13.61123980008451
Bihar,2019-06-30,Monthly,13.29,3248864.0,39.35,Urban,,,,14.083456,0,Low Impact,1,0,13.574960615967068
Bihar,2019-07-31,Monthly,16.41,3059744.0,38.36,Urban,,,,14.266959,0,Low Impact,1,0,13.65706582548589
Bihar,2019-08-31,Monthly,17.66,2994763.0,38.03,Urban,,,,14.332779,0,Low Impact,1,0,13.684901871001962
Bihar,2019-09-30,Monthly,20.46,2992082.0,39.25,Urban,,,,14.224408,2,High Impact,1,0,13.64051772438601
Bihar,2019-10-31,Monthly,14.06,3173429.0,38.45,Urban,,,,14.20058,0,Low Impact,1,0,13.626353970804097
Bihar,2019-11-30,Monthly,17.62,3081077.0,38.86,Urban,,,,14.212488,0,Low Impact,1,0,13.633471147205682
Bihar,2019-12-31,Monthly,14.91,2977857.0,36.29,Urban,,,,14.531446,0,Low Impact,1,0,13.75319823259381
Bihar,2020-01-31,Monthly,20.69,2988665.0,38.99,Urban,,,,14.248778,2,High Impact,1,0,13.650937550884272
Bihar,2020-02-29,Monthly,15.11,3113464.0,37.87,Urban,,,,14.291575,0,Low Impact,1,0,13.662208993252051
Bihar,2020-03-31,Monthly,15.73,3049637.0,37.29,Urban,,,,14.386577,0,Low Impact,1,0,13.698994481814985
Bihar,2020-04-30,Monthly,58.77,1400962.0,34.94,Urban,,,,15.460869,2,High Impact,-1,1,14.182945643747427
Bihar,2020-05-31,Monthly,37.87,2207026.0,36.45,Urban,,,,14.895164,2,High Impact,1,0,13.933007854921952
Bihar,2020-06-30,Monthly,12.45,3124663.0,36.54,Urban,,,,14.431502,0,Low Impact,1,0,13.708600999186446
Chandigarh,2019-05-31,Monthly,18.35,348042.0,44.89,Urban,,,,15.379962,0,Low Impact,1,0,14.069370658099
Chandigarh,2019-06-30,Monthly,12.4,337145.0,40.44,Urban,,,,15.535264,0,Low Impact,1,0,14.236245104720464
Chandigarh,2019-07-31,Monthly,21.8,294379.0,39.47,Urban,,,,15.613583,2,High Impact,1,0,14.282351257184107
Chandigarh,2019-08-31,Monthly,9.52,328282.0,37.95,Urban,,,,15.710065,0,Low Impact,1,0,14.330286101700246
Chandigarh,2019-09-30,Monthly,20.14,327239.0,42.77,Urban,,,,15.453656,2,High Impact,1,0,14.15263167971271
Chandigarh,2019-10-31,Monthly,13.99,330856.0,40.06,Urban,,,,15.556413,0,Low Impact,1,0,14.251786065867917
Chandigarh,2019-11-30,Monthly,22.05,289593.0,38.6,Urban,,,,15.675902,2,High Impact,1,0,14.315615952935072
Chandigarh,2019-12-31,Monthly,8.33,311146.0,35.19,Urban,,,,15.971744,0,Low Impact,1,0,14.436285973270493
Chandigarh,2020-01-31,Monthly,20.0,332062.0,42.94,Urban,,,,15.445376,2,High Impact,1,0,14.145194998512753
Chandigarh,2020-02-29,Monthly,16.67,316887.0,39.25,Urban,,,,15.6156225,0,Low Impact,1,0,14.285048614717633
Chandigarh,2020-03-31,Monthly,21.43,279839.0,36.68,Urban,,,,15.844831,2,High Impact,1,0,14.388832975154859
Chandigarh,2020-06-30,Monthly,7.22,306505.0,33.8,Urban,,,,16.147669,0,Low Impact,1,0,14.488708881568364
Chhattisgarh,2019-05-31,Monthly,9.77,2223129.0,45.61,Urban,,,,14.300832,0,Low Impact,1,0,13.591033512543586
Chhattisgarh,2019-06-30,Monthly,11.77,2192020.0,45.88,Urban,,,,14.308579,0,Low Impact,1,0,13.588562886668837
Chhattisgarh,2019-07-31,Monthly,8.17,2285436.0,45.85,Urban,,,,14.256638,0,Low Impact,1,0,13.567163600867797
Chhattisgarh,2019-08-31,Monthly,6.29,2392400.0,46.91,Urban,,,,14.270325,0,Low Impact,1,0,13.50226842557942
Chhattisgarh,2019-09-30,Monthly,9.46,2311507.0,46.8,Urban,,,,14.303469,0,Low Impact,1,0,13.525817948752437
Chhattisgarh,2019-10-31,Monthly,10.27,2297096.0,46.82,Urban,,,,14.3156,0,Low Impact,1,0,13.52855177232247
Chhattisgarh,2019-11-30,Monthly,8.32,2341284.0,46.59,Urban,,,,14.252572,0,Low Impact,1,0,13.526394897568322
Chhattisgarh,2019-12-31,Monthly,3.57,2415436.0,45.59,Urban,,,,14.192371,0,Low Impact,1,0,13.54543946111486
Chhattisgarh,2020-01-31,Monthly,9.01,2315972.0,46.21,Urban,,,,14.232967,0,Low Impact,1,0,13.546519042792742
Chhattisgarh,2020-02-29,Monthly,9.79,2347941.0,47.14,Urban,,,,14.343031,0,Low Impact,1,0,13.504490591974466
Chhattisgarh,2020-03-31,Monthly,8.21,2407509.0,47.39,Urban,,,,14.356901,0,Low Impact,1,0,13.48091148465165
